NatEmis,DataYear,Province,Official_Institution_Name,Status,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Email,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Learners2025,Educators2025
700241265,2025,GT,SEMPHATO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903165,903165,8241265,,28.089197,-25.455594,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900094,799021009,SOSHANGUVE HH,SELLO PAUL MATSETELA,SOSHANGUVE,SOSHANGUVE,PRETORIA,"977, SEMPHATO, SOSHANGUVE, SOSHANGUVE, PRETORIA",PO Box 523 SOSHANGUVE 0152,,825559093,YES,ACD,Q1,,NOT APPLICABLE,,YES,RURAL,1754,GT,NOT MOVED,700241265,99,1021,37
700241273,2025,GT,SENTHIBELE SENIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903166,903166,8241273,,28.126028,-25.474462,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900027,799021020,SOSHANGUVE R,JENNIFER TLALE,BLOCK R,SOSHANGUVE,PRETORIA,"1556, BLOCK R, SOSHANGUVE, PRETORIA",PO BOX X110 SOSHANGUVE 0152,,825543381,YES,ACD,Q2,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700241273,99,1253,38
700241307,2025,GT,SOSHANGUVE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903171,903171,8241307,,28.10076901,-25.4797059,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900026,799021015,SOSHANGUVE FF,SYDNEY THEMBINKOSI SIBIYA,BLOCK FF,SOSHANGUVE,PRETORIA,"1025, BLOCK FF, SOSHANGUVE, PRETORIA",PO BOX 35 SOSHANGUVE 0152,,129401579,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700241307,99,1365,57
700241471,2025,GT,TSHWANE CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,TN001,1,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,8241471,,28.13966833,-25.538465,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900096,799020001,HAAKDOORNBOOM AH,SANDRA ANN DHYLIS  WUBBELING,,ONDERSTEPOORT,WONDERBOOM,"101, PIET MY VROU, , ONDERSTEPOORT, WONDERBOOM",PRIVATE BAG X03 ONDERSTEPOORT 0110,,127516747,NO,NONE,N/A,,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700241471,99,460,31
700241588,2025,GT,BABINAPHUTI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903022,903022,8241588,,28.10334682,-25.48824737,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900026,799021025,SOSHANGUVE BB,JEANETTE MATSETELA,BLOCK  BB,SOSHANGUVE,PRETORIA,"682, BLOCK  BB, SOSHANGUVE, PRETORIA",PRIVATE BAG X118 SOSHANGUVE 0164,,798918935,YES,ACD,Q5,,NOT APPLICABLE,35064,YES,URBAN,1754,GT,NOT MOVED,700241588,99,869,30
700241779,2025,GT,ELIZABETH MATSEMELA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903039,903039,8241779,,28.1042898,-25.49328986,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900033,799021025,SOSHANGUVE BB,RAMATSIMELE CATHERINE MANGWALE,BLOCK BB,SOSHANGUVE,PRETORIA,"824, BLOCK BB, SOSHANGUVE, PRETORIA",X68 SOSHANGUCE 0152,,825543191,YES,AD,Q5,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700241779,99,881,34
700241787,2025,GT,CHARIS CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,TN001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8241787,,28.19339968,-25.67345241,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900002,799035006,ANNLIN,NICOLEEN THEUNISSEN,WONDERBOOM,SINOVILLE,AKASIA,"1, CORNER OF SAGE AND LAVENDER ROADS, WONDERBOOM, SINOVILLE, AKASIA",BOX 13914 SINOVILLE 0129,,125430518,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700241787,99,56,7
700400097,2025,GT,EDUPLEX COMBINED SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,TN001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.24677183,-25.72473163,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900084,799035062,QUEENSWOOD,REGARDT  PEYPER,,QUEENSWOOD,PRETORIA,"1186, 1186 DORMER STREET, , QUEENSWOOD, PRETORIA",11610 QUEENSWOOD 0121,,129412000,NO,NONE,N/A,,NOT APPLICABLE,37953,NO,URBAN,,GT,NOT MOVED,700400097,99,451,31
700400396,2025,GT,HAMMANSKRAAL SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,903293,99,8400396,,28.28691824,-25.40268951,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900049,799012001,RENS TOWN,AUDREY DELIA  MASOMBUKA,MANDELA VILLAGE,PRETORIA,PRETORIA,"354, LOVERS LANE, MANDELA VILLAGE, PRETORIA, PRETORIA",PRIVATE BAG X495 HAMMANSKRAAL 0001,,128820860,YES,ACD,Q1,,NOT APPLICABLE,40544,YES,URBAN,1754,GT,NOT MOVED,700400396,99,1451,52
700400525,2025,GT,NEW EERSTERUST SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,903296,99,8400525,,28.124255,-25.424863,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900014,799023001,NEW EERSTERUS SP,STEPHENS  MASOMBUKA,NEW EERSTERUST,HAMMANSKRAAL,PRETORIA,"5835, EXTENSION 5, NEW EERSTERUST, HAMMANSKRAAL, PRETORIA",1185 HAMMANSKRAAL 0400,,120650911,YES,AD,Q2,,NOT APPLICABLE,40909,YES,URBAN,1754,GT,NOT MOVED,700400525,99,990,33
700400526,2025,GT,LEHWELERENG SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,903295,99,8400526,,28.25511,-25.409871,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900049,799012002,KANANA,MALARE ELIZABETH NAKAMPI,KANANA VILLAGE,HAMMANSKRAAL,PRETORIA,"3685, EXTENSION 2, KANANA VILLAGE, HAMMANSKRAAL, PRETORIA",PO BOX 2774 HAMMANSKRAAL 0400,,129439276,YES,AD,Q2,,NOT APPLICABLE,40909,YES,URBAN,1754,GT,NOT MOVED,700400526,99,1394,42
700400798,2025,GT,THORNRIDGE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,1,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,903298,99,8400798,,28.243157,-25.664492,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900096,799035009,MONTANA,MESHACK KEPI MATHIBELA,CHRISTIAANVILLE AH,MONTANA,PRETORIA,"20, CNR DR SWANEPOEL ROAD AND JEUGD ROAD, CHRISTIAANVILLE AH, MONTANA, PRETORIA",,,125343754,YES,AD,Q5,,NOT APPLICABLE,42065,NO,URBAN,879,GT,NOT MOVED,700400798,99,962,40
700401013,2025,GT,BATHO PELE CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,TN001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8401013,,28.236851,-25.498245,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900095,799014001,VASTFONTEIN AH,MARIO SWARTS,VASTFONTEIN,PRETORIA,PRETORIA,"131, ALPHA ROAD, VASTFONTEIN, PRETORIA, PRETORIA",P.O BOX 783 PYRAMID 0120,,120100175,NO,NONE,N/A,,NOT APPLICABLE,43735,NO,URBAN,,GT,NOT MOVED,700401013,99,429,34
700401015,2025,GT,EDUPLEX HIGH SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.2475,-25.7229,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900084,799035062,QUEENSWOOD,FANIE GROBLER,QUEENSWOOD,PRETORIA,PRETORIA,"1193, MEARA STREET, QUEENSWOOD, PRETORIA, PRETORIA",P.O BOX 11610 QUEENSWOOD 0121,,129412000,NO,NONE,N/A,,NOT APPLICABLE,43735,NO,URBAN,,GT,NOT MOVED,700401015,99,350,44
700401019,2025,GT,ZAMBEZI AKADEMIE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,TN001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.236132,-25.683404,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900005,799035042,MAGALIESKRUIN,MELANIE COERTZE,MAGALIESKRUIN,PRETORIA,PRETORIA,"220, HONEYSUCKLE STREET, MAGALIESKRUIN, PRETORIA, PRETORIA",P.O BOX 906045 MAGALIESKRUIN 0150,,724829257,NO,NONE,N/A,,NOT APPLICABLE,43852,NO,URBAN,,GT,NOT MOVED,700401019,99,236,20
700401209,2025,GT,IMPACT PROGRESSIVE COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,TN001,2,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.099384,-25.48477,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900094,799021025,Soshanguve BB,PRUDENCE MANZINI,BLOCK BB,SOSHANGUVE,PRETORIA,"35, ATAMELANG STREET, BLOCK BB, SOSHANGUVE, PRETORIA",,,649100074,NO,NONE,N/A,,NOT APPLICABLE,44927,NO,URBAN,,GT,NOT MOVED,700401209,99,31,6
700401234,2025,GT,DOORNPOORT HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,1,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,99,99,,,28.242649,-25.64742,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900096,799035008,DOORNPOORT,DAVID PEENS,DOORNPOORT,DOORNPOORT,PRETORIA,"576, KRISANT STREET, DOORNPOORT, DOORNPOORT, PRETORIA",,,683435213,NO,NONE,Q5,,NOT APPLICABLE,45292,YES,URBAN,1754,GT,NOT MOVED,700401234,99,501,12
700910011,2025,GT,ADAM MASEBE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903234,99,8910011,,28.23169678,-25.40125169,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900008,799008012,SEKAMPANENG,MAPOLI PAULINE MOLEKOA,SEKAMPANENG,TEMBA,TEMBA,"110, BLOCK A, SEKAMPANENG, TEMBA, TEMBA",PO BOX 560 TEMBA 0407,,799939123,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101001,700910011,1372,46
700910158,2025,GT,BOITSHEPO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903235,99,8910158,,28.28741503,-25.37122065,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900073,799009001,MAROKOLONG SP,NOMBEKO PONI,MAROKOLONG  VILLAGE,HAMMANSKRAAL,PRETORIA,"1468, BABELEGI   STR, MAROKOLONG  VILLAGE, HAMMANSKRAAL, PRETORIA",P O BOX 951 HAMMANSKRAAL 0400,,127114340,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101015,700910158,1182,39
700910169,2025,GT,BOKAMOSO HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903236,99,8910169,,28.15315831,-25.39684988,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900013,799024003,STINKWATER B,ELIZABETH SETSWAKAE MADUMO,STINKWATER,HAMMANSKRAAL,PRETORIA,"5506, NEWSTAND, STINKWATER, HAMMANSKRAAL, PRETORIA",PRIVATE BAG X1049 TEMBA 0407,,120231407,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101016,700910169,1283,36
700910484,2025,GT,HANS KEKANA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903239,903239,8910484,,28.23599701,-25.36378984,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900076,799004001,MAJANENG SP,MATSHIDISO BETTY THOBEJANE,TEMBA,HAMMANSKRAAL,PRETORIA,"4660, MAJANENG, TEMBA, HAMMANSKRAAL, PRETORIA",:Private Bag X1034 : TEMBA 0407,,127100996,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101048,700910484,1692,56
700910514,2025,GT,HOSEA KEKANA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903240,903240,8910514,,28.28603465,-25.35690114,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900073,799002001,RAMOTSE SP,CHUENE SOLOMON MASHALA,RAMOTSE VILLAGE,HAMMANSKRAAL,PRETORIA,"1968, RAMOTSE, RAMOTSE VILLAGE, HAMMANSKRAAL, PRETORIA",P.O.BOX 514 TEMBA 0407,,799917988,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101051,700910514,1139,36
700910680,2025,GT,KGETSE-YA-TSIE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903243,99,8910680,,28.25609348,-25.37915162,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900075,799008004,KUDUBE UNIT 2,PUSOMPE JOSEPH  LEBUDI,MANYELETI,TEMBA,PRETORIA,"2028, N/A, MANYELETI, TEMBA, PRETORIA",P.O. BOX 1002 TEMBA 0407,,127274105,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101068,700910680,926,38
700910887,2025,GT,LETHAMAGA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903249,99,8910887,,28.29806585,-25.37393198,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900073,799002001,RAMOTSE SP,KOLOBE BETTY LEBELO,RAMOTSE,HAMMANSKRAAL,PRETORIA,"43089, RAMOTSE VILLAGE, RAMOTSE, HAMMANSKRAAL, PRETORIA",P.O.BOX 394 HAMMASKRAAL 0400,,799913357,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101088,700910887,561,24
700910978,2025,GT,MADISONG SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903251,903251,8910978,,28.26313758,-25.36676564,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900075,799008001,LEBONENG,BETHUEL MABUATLOU MOOKA,TEMBA,PRETORIA,PRETORIA,"3738, LEBONENG, TEMBA, PRETORIA, PRETORIA",P.O.BOX 72 TEMBA 0407,,825543175,NO,NONE,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101097,700910978,1425,37
700911026,2025,GT,MAKGETSE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903252,99,8911026,,28.26749759,-25.38906844,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900074,799008006,TEMBA UNIT 1,LEVY THIBEDI,TEMBA,HAMMANSKRAAL,PRETORIA,"4070, TEMBA, TEMBA, HAMMANSKRAAL, PRETORIA",PRIVATE BAG X2013 HAMMANSKRAAL 0400,,127172877,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101102,700911026,,
700911257,2025,GT,MODILATI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903256,99,8911257,,28.15544099,-25.39558651,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900013,799024003,STINKWATER B,OUPA KEKANA,STINKWATER,HAMMANSKRAAL,PRETORIA,"5509, REFENTSE, STINKWATER, HAMMANSKRAAL, PRETORIA",0407,,127154655,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101125,700911257,1356,49
700911269,2025,GT,MODITELA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903257,903257,8911269,,28.22230703,-25.37145198,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900008,799007001,SUURMAN SP,JOHANNAH MASESI NJOMO,MAJANENG,HAMMANSKRAAL,PRETORIA,"1205, LEPHENGVILLE, MAJANENG, HAMMANSKRAAL, PRETORIA",BOX 367 HAMMANSKRAAL 0400,,127110292,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101126,700911269,1292,45
700911541,2025,GT,NTSWANE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903263,903263,8911541,,28.18850114,-25.39271321,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900013,799025001,DILOPYE SP,JEREMIAH MOHUMI MATJENI,DILOPYE VILLAGE,HAMMANSKRAAL,PRETORIA,"495, HAMMANSKRAAL/MABOPANE ROAD, DILOPYE VILLAGE, HAMMANSKRAAL, PRETORIA",PRIVITE BAG X2001 HAMMANSKRAAL 0400,,120231302,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101154,700911541,819,33
700911589,2025,GT,P.H.L MORAKA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),99,99,8911589,,28.24751774,-25.37300967,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900075,799008003,KUDUBE UNIT D,PHL MORAKA SECONDARY SCHOOL MADZENA  NJ,TEMBA,HAMMANSKRAAL,PRETORIA,"82, UNIT D, TEMBA, HAMMANSKRAAL, PRETORIA",P.O. BOX 1515 HAMMANSKRAAL 0407,,129426607,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101158,700911589,962,34
700911709,2025,GT,RAKGOTSO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903266,903266,8911709,,28.1350494,-25.39957703,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900014,799023001,NEW EERSTERUS SP,SUZAN SANNAH MATE,NEW EERSTERUS,HAMMANSKRAAL,PRETORIA,"742, BLOCK D, NEW EERSTERUS, HAMMANSKRAAL, PRETORIA",P.O BOX 503 HAMMANSKRAAL 0400,,799941940,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101170,700911709,1220,40
700911713,2025,GT,RAMABELE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903267,903267,8911713,,28.13894368,-25.41420694,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900014,799023001,NEW EERSTERUS SP,MOGALE MONARENG,NEW EERSTERUS,HAMMANSKRAAL,PRETORIA,"2287, BLOCK C, NEW EERSTERUS, HAMMANSKRAAL, PRETORIA",P.O BOX 111 TEMBA 0407,,120650873,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101171,700911713,1240,38
700911767,2025,GT,RATSHEPO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,4,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903269,99,8911767,,28.25449818,-25.37890568,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900075,799008004,KUDUBE UNIT 2,ELEKIAS MUFUMA,TEMBA,HAMMANSKRAAL,PRETORIA,"2026, MANYELETI SECTION, TEMBA, HAMMANSKRAAL, PRETORIA",PRIVATE BAG X1001 TEMBA 0407,,614225245,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101176,700911767,1452,45
700912139,2025,GT,TIPFUXENI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903278,903278,8912139,,28.17110614,-25.39161037,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900013,799024001,STINKWATER SP,GRACE MOGAPI,STINKWATER,HAMMANSKRAAL,PRETORIA,"2652, MABOPANE HAMMANSKRAAL ROAD, STINKWATER, HAMMANSKRAAL, PRETORIA",Private Bag x2037 HAMMANSKRAAL 0400,,120233897,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,NW,GT,600101213,700912139,1038,36
700210138,2025,GT,HATFIELD CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,TS001,3,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,,,28.27683056,-25.79822767,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900083,799035156,WATERKLOOF GLEN,GRAEME LYNTON HOLLOWAY,,WATERKLOOF GLEN,PRETORIA,"200, COROBAY AVENUE, , WATERKLOOF GLEN, PRETORIA",33760 GLENSTANTIA 0010,,123611182,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700210138,99,819,105
700210153,2025,GT,HOËRSKOOL DIE WILGERS,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TS001,3,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),904040,904040,8210153,,28.30421573,-25.76449517,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900046,799035135,DIE WILGERS,WILHELMINA ELIZABETH LOUW,LYNNWOODRIF,TSHWANE,PRETORIA,"8, FRANKWEG, LYNNWOODRIF, TSHWANE, PRETORIA",72648 LYNNWOODRIDGE 0040,,128075229,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700210153,99,798,43
